id,title,year,mpaa,runtime,genres,director,stars,gross
24676,Trying to Get Good: The Jazz Odyssey of Jack Sheldon,2008,Not Rated,-1,Documentary,-1,-1,-1
24677,The Truth,2012,R,-1,Thriller/Suspense,Ryan Barton-Grimley,John Heard,-1
24678,Truy Sat,2016,-1,90 minutes,Action,-1,-1,"$23,158"
24679,"Truth or Consequences, N.M.",1997,-1,-1,Action,Kiefer Sutherland,-1,-1
24680,Truth Hall,2009,R,-1,-1,-1,-1,-1
24681,Shirin in Love,2014,Not Rated,104 minutes,Romantic Comedy,Ramin Niami,"Nazanin Boniadi,Riley Smith,Maz Jobrani",-1
24682,Shirin Farhad Ki Toh Nikal Padi,2012,-1,112 minutes,Romantic Comedy,Bela Bhanshali Sehgal,"Farah Khan,Boman Irani","$1,401,090"
24683,"Shiranai, Futari",2015,-1,106 minutes,Drama,Rikiya Imaizumi,-1,"$234,236"
24684,The Shipping News,2001,R,-1,Drama,Lasse HallstrÃ¶m,-1,"$24,405,825"
24685,Shiqi sui de dan che,2002,PG-13,-1,Drama,-1,-1,-1
24686,Shiri,2002,R,-1,-1,-1,-1,-1
24687,Shinjuku Suwan II,2016,-1,-1,Action,Sion Sono,-1,"$6,355,093"
24688,Shinjuku Incident,2010,R,119 minutes,Thriller/Suspense,-1,"Jackie Chan,Naoto Takenaka,Daniel Wu",-1
24689,Truth Commissioner The,2015,-1,-1,Drama,-1,-1,"$2,654"
24690,Shingeki no kyojin: Guren no yumiya,2014,-1,-1,Action,Tetsuro Araki,-1,"$1,659,387"
24691,The Shining,1980,R,146 minutes,Horror,Stanley Kubrick,Jack Nicholson,"$44,728,227"
24692,The Truth About Lies,2017,Not Rated,94 minutes,Romantic Comedy,Phil Allocco,"Fran Kranz,Odette Annable",-1
24693,Shining Through,1992,R,-1,Thriller/Suspense,-1,Michael Douglas,-1
24694,The Truth About Emanuel,2014,Not Rated,96 minutes,Drama,Francesca Gregorini,Kaya Scodelario,-1
24695,The Truth About Charlie,2002,PG-13,-1,Thriller/Suspense,Jonathan Demme,-1,"$6,003,000"
24696,Truth (2013),2014,Not Rated,94 minutes,Thriller/Suspense,Rob Moretti,"Sean Paul Lockhart,Rob Moretti",-1
24697,The Trust,2016,R,106 minutes,Action,Alex Brewer,"Nicolas Cage,Elijah Wood","$44,641"
24698,Trust Me,2014,R,90 minutes,Comedy,Clark Gregg,"Clark Gregg,Felicity Huffman","$247,123"
24699,The Truth About Cats & Dogs,1996,PG-13,97 minutes,Romantic Comedy,Michael Lehmann,"Uma Thurman,Janeane Garofalo",-1
24700,Trust the Man,2006,R,-1,Comedy,-1,-1,"$2,548,378"
24701,Truth,2015,R,125 minutes,Thriller/Suspense,James Vanderbilt,"Cate Blanchett,Robert Redford","$5,568,765"
24702,Trust Fund,2016,PG,100 minutes,Drama,Sandra L. Martin,"Jessica Rothe,Matt Kane",-1
24703,Shingeki no kyojin endo obu za wÃ¢rudo,2014,Not Rated,-1,Action,Shinji Higuchi,-1,"$15,103,794"
24704,Shiner,2000,R,-1,-1,John Irvin,-1,-1
24705,Shingeki no kyojin,2015,Not Rated,98 minutes,Action,Shinji Higuchi,"Haruma Miura,Hiroki Hasegawa,Kanata Hongo,Takahiro Miura,Kiko Mizuhara,Nanami Sakuraba,Satoru Matsuo,Shu Watanabe,Ayame Misaki,Rina Takeda,Pierre Taki,Satomi Ishihara,Jun Kunimura",-1
24706,A Shine of Rainbows,2011,PG,-1,-1,-1,-1,-1
24707,Shimajiroâ€™s Wow! Shimajiro And The Magical Picture Book,2016,-1,-1,Adventure,-1,-1,"$100,544"
24708,Shimajiro and the Rainbow Oasis,2017,-1,60 minutes,Adventure,-1,-1,"$96,131"
24709,Shin Godjira,2016,Not Rated,120 minutes,Action,-1,-1,"$75,612,484"
24710,Shilton ha chok,2012,Not Rated,100 minutes,Documentary,Ra'anan Alexandrowicz,-1,-1
24711,Shine,1996,PG-13,-1,Drama,Scott Hicks,-1,"$36,663,895"
24712,Shine a Light,2008,R,122 minutes,Documentary,Martin Scorsese,"Mick Jagger,Keith Richards,Charlie Watts,Ronnie Wood","$16,173,879"
24713,Shiloh 2: Shiloh Season,1999,PG,-1,-1,-1,-1,-1
24714,Trust,2011,R,106 minutes,Drama,David Schwimmer,Liana Liberato,-1
24715,Trumping Democracy,2017,Not Rated,69 minutes,Documentary,Thomas Huchon,-1,-1
24716,Trump: The Art of the Insult,2018,-1,95 minutes,Documentary,Joel Gilbert,-1,-1
24717,The Trumpet of the Swan,2001,G,-1,-1,-1,Reese Witherspoon,-1
24718,Trumbo,2008,PG-13,-1,Documentary,Peter Askin,-1,-1
24719,Truman,2017,Not Rated,108 minutes,Comedy,Cesc Gay,"Ricardo Darin,Javier Camara","$7,956,176"
24720,Shikkari Shambhu,2017,-1,146 minutes,Comedy,-1,-1,"$417,612"
24721,The Truman Show,1998,PG,104 minutes,Drama,Peter Weir,Jim Carrey,"$264,118,201"
24722,Trumbo,2015,R,124 minutes,Drama,Jay Roach,"Bryan Cranston,Diane Lane,Helen Mirren,Louis C.K.,Elle Fanning,John Goodman,Michael Stuhlbarg","$11,047,641"
24723,Shikar,2000,Not Rated,-1,-1,-1,-1,-1
24724,Shiinui Sarang,2017,-1,110 minutes,Drama,Kim Yang-Hee,-1,"$84,264"
24725,Shiloh,1997,PG,-1,Adventure,-1,-1,-1
24726,Shiganwiui Jib,2016,-1,100 minutes,Thriller/Suspense,-1,-1,"$906,394"
24727,True to the Game,2017,R,108 minutes,Drama,Preston A. Whitmore II,-1,-1
24728,True Wolf,2012,-1,76 minutes,Documentary,Rob Whitehair,-1,-1
24729,Truly Madly Deeply,1991,PG,-1,Drama,Anthony Minghella,-1,-1
24730,A True Story,2013,Not Rated,96 minutes,Comedy,Malcolm Goodwin,"Katrina Bowden,Jon Gries,Cameron Fife,Tyler McGee",-1
24731,True Stories,1986,-1,-1,-1,-1,-1,-1
24732,True New York,2016,-1,-1,Documentary,Yoni Brook,-1,-1
24733,True Story,2015,R,104 minutes,Drama,Rupert Goold,"Jonah Hill,James Franco","$5,894,210"
24734,True Romance,1993,R,117 minutes,Thriller/Suspense,Tony Scott,"Christian Slater,Patricia Arquette,Dennis Hopper,Val Kilmer,Gary Oldman,Brad Pitt,Christopher Walken","$12,309,980"
24735,True Nature,2010,-1,-1,Thriller/Suspense,Patrick Steele,-1,-1
24736,True Love Ways,2015,-1,-1,Horror,Mathieu Seiler,-1,-1
24737,True Memoirs of an International Assassin,2017,-1,98 minutes,Comedy,Jeff Wadlow,-1,-1
24738,Shifty,2008,Not Rated,-1,Thriller/Suspense,Eran Creevy,-1,-1
24739,True Lies,1994,R,141 minutes,Action,James Cameron,Arnold Schwarzenegger,"$365,300,000"
24740,Shifting Gears,2018,-1,-1,Action,Jason Winn,-1,-1
24741,Shield of Straw,2016,-1,-1,Thriller/Suspense,-1,-1,-1
24742,Shichinin no samurai,1956,-1,207 minutes,Action,Akira Kurosawa,-1,-1
24743,Shiawase kazoku keikaku,2012,PG,-1,-1,-1,-1,-1
24744,Shi Yue Wei Cheng,2009,-1,139 minutes,Action,-1,-1,"$44,195,779"
24745,Shi Quan Jiu Mei,2008,-1,-1,Comedy,-1,-1,"$6,282,049"
24746,Shi Lian 33 Tian,2011,-1,110 minutes,Romantic Comedy,-1,-1,"$54,640,000"
24747,Shi Kong Tou Du Shao Nu,2017,-1,92 minutes,Drama,Qin Wu,-1,"$150,000"
24748,Shi gu,2015,Not Rated,110 minutes,Drama,Peng Sanyuan,"Andy Lau,Boran Jing","$34,432,439"
24749,True Identity,1991,R,-1,-1,-1,-1,-1
24750,True Grit,1969,-1,-1,Western,-1,-1,-1
24751,True Crime,1999,R,-1,Drama,Clint Eastwood,Clint Eastwood,-1
24752,True Conviction,2016,Not Rated,85 minutes,Documentary,Jamie Meltzer,-1,-1
24753,The True Cost,2015,PG-13,92 minutes,Documentary,Andrew Morgan,-1,"$5,284"
24754,True Confessions,1981,-1,-1,-1,-1,Robert De Niro,-1
24755,The True Confessions of Charlotte Doyle,2009,-1,-1,Adventure,Danny De Vito,-1,-1
24756,True Colors,1991,-1,-1,-1,Herbert Ross,John Cusack,-1
24757,True Grit,2010,PG-13,110 minutes,Western,Joel Coen,"Jeff Bridges,Matt Damon,Josh Brolin,Hailee Steinfeld","$252,276,928"
24758,True Bromance,2011,-1,-1,Comedy,Sebastian Doggart,-1,-1
24759,Shi Er Sheng Xiao,2012,PG-13,122 minutes,Action,Jackie Chan,Jackie Chan,"$169,994,606"
24760,Zombie Fight Club,2016,Not Rated,110 minutes,Multiple Genres,Joe Chen,-1,-1
24761,Shi Ba Dong Cun,2017,-1,124 minutes,Drama,Miao Yue,-1,"$15,610,000"
24762,Shesh peamim,2013,Not Rated,96 minutes,Drama,Jonathan Gurfinkel,"Sivan Levy,Eviatar Mor",-1
24763,Shi gan,2007,Not Rated,-1,Drama,-1,-1,-1
24764,Shi,2011,Not Rated,134 minutes,Drama,Lee Changdong,"Yun Junghee,Yun Jung-hee",-1
24765,She's the One,1996,R,96 minutes,Romantic Comedy,Edward Burns,Jennifer Aniston,"$13,795,053"
24766,Shes The Best Thing In It,2016,-1,-1,Documentary,Ron Nyswaner,-1,-1
24767,The True Adventures of Wolfboy,2018,-1,-1,Drama,Martin Krejci,-1,-1
24768,True Appaloosa,2015,-1,-1,Adventure,Conor Woodman,-1,-1
24769,The True American,2017,-1,-1,Drama,Pablo Larrain,-1,-1
24770,True Believer,1989,R,104 minutes,Drama,Joseph Ruben,"James Woods,Robert Downey, Jr.",-1
24771,She's the Man,2006,PG-13,105 minutes,Romantic Comedy,Andy Fickman,"Amanda Bynes,Channing Tatum,Laura Ramsey,Robert Hoffman,Alex Breckenridge","$55,279,608"
24772,She's So Lovely,1997,R,-1,Drama,Nick Cassavetes,-1,-1
24773,Trudno byt bogom,2015,Not Rated,170 minutes,Drama,Aleksei German,-1,"$35,919"
24774,Trudell,2006,PG,-1,Documentary,-1,-1,-1
24775,Truck,2008,-1,-1,-1,-1,-1,"$2,431,064"
24776,The Truce,1998,-1,-1,-1,-1,-1,-1
24777,Trucker,2009,R,-1,Drama,James Mottern,Michelle Monaghan,-1
24778,Sheâ€™s One of Us,2005,Not Rated,-1,Drama,-1,-1,-1
24779,She's Out of Control,1989,PG,-1,Comedy,Stan Dragoti,-1,-1
24780,She's Out of My League,2010,R,105 minutes,Romantic Comedy,-1,"Jay Baruchel,Alice Eve","$48,680,977"
24781,Sheâ€™s Never Coming Back,2019,-1,-1,Thriller/Suspense,Craig Macneill,-1,-1
24782,She's Lost Control,2015,Not Rated,90 minutes,Drama,Anja Marquardt,Brooke Bloom,-1
24783,Sheâ€™s Dating the Gangster,2014,Not Rated,105 minutes,Romantic Comedy,Cathy Garcia-Molina,"Daniel Padilla,Kathryn Bernardo",-1
24784,She's Gotta Have It,1986,-1,-1,Comedy,Spike Lee,-1,-1
24785,She's Having a Baby,1988,PG-13,-1,Comedy,John Hughes,"Kevin Bacon,Elizabeth McGovern",-1
24786,She's Funny That Way,2015,R,93 minutes,Comedy,Peter Bogdanovich,"Owen Wilson,Imogen Poots,Kathryn Hahn,Will Forte,Rhys Ifans,Jennifer Aniston","$4,976,259"
24787,Sherpa,2016,-1,-1,Documentary,Jennifer Peedom,-1,"$1,002,602"
24788,Sherrybaby,2006,R,-1,Drama,Laurie Collyer,-1,"$759,504"
24789,Tru Love,2014,-1,-1,Drama,Kate Johnston,-1,-1
24790,She's Beautiful When She's Angry,2014,Not Rated,92 minutes,Documentary,Mary Dore,-1,-1
24791,Tru Loved,2008,R,-1,Romantic Comedy,-1,-1,-1
24792,She's All That,1999,PG-13,95 minutes,Romantic Comedy,Robert Iscove,"Freddie Prinze, Jr.,Rachael Leigh Cook",-1
24793,Truands,2007,-1,-1,-1,-1,-1,-1
24794,The Trouble with the Truth,2012,R,96 minutes,Drama,Jim Hemphill,"John Shea,Lea Thompson",-1
24795,The Trouble With Romance,2009,-1,-1,-1,-1,-1,-1
24796,The Trouble with Spies,1987,-1,-1,-1,-1,-1,-1
24797,Sherman's Way,2009,Not Rated,-1,-1,-1,-1,-1
24798,The Trouble with Men and Women,2006,Not Rated,-1,Drama,-1,-1,-1
24799,Troublemakers: The Story of Land Art,2016,Not Rated,72 minutes,Documentary,James Crump,-1,"$38,571"
24800,Troy,2004,R,162 minutes,Action,Wolfgang Petersen,"Brad Pitt,Eric Bana,Orlando Bloom,Diane Kruger","$484,161,265"
24801,Trouble with the Curve,2012,PG-13,111 minutes,Drama,Robert Lorenz,"Clint Eastwood,Amy Adams,Justin Timberlake","$47,818,913"
24802,Sherlock: The Final Problem,2016,-1,-1,Thriller/Suspense,Benjamin Caron,-1,"$393,087"
24803,Sherlock: The Abominable Bride,2015,-1,-1,Drama,Douglas Mackinnon,-1,"$38,400,603"
24804,Sherlock Holmes,1916,-1,116 minutes,Drama,Arthur Berthelet,-1,-1
24805,Sherlock Holmes,2010,PG-13,90 minutes,Drama,Rachel Goldenberg,-1,-1
24806,Sherlock Gnomes,2018,PG,100 minutes,Adventure,John Stevenson,"Johnny Depp,James McAvoy,Emily Blunt","$2,100,000"
24807,Sheriff of Centention,2010,PG-13,-1,Western,Tom O'Mary,-1,-1
24808,The Trouble with Girls,1969,-1,-1,-1,-1,-1,-1
24809,The Trouble with Harry,1955,PG,99 minutes,Thriller/Suspense,Alfred Hitchcock,-1,-1
24810,Shepherds and Butchers,2016,-1,-1,Drama,Oliver Schmitz,-1,"$51,791"
24811,Sherlock Holmes: A Game of Shadows,2011,PG-13,129 minutes,Action,Guy Ritchie,"Robert Downey, Jr.,Jude Law,Noomi Rapace,Rachel McAdams,Jared Harris","$535,663,443"
24812,Sherlock Holmes,2009,PG-13,133 minutes,Adventure,Guy Ritchie,"Robert Downey, Jr.,Jude Law","$498,438,212"
24813,Shepard & Dark,2013,Not Rated,92 minutes,Documentary,Treva Wurmfeld,-1,-1
24814,The Trouble With Bliss,2012,PG-13,97 minutes,Comedy,Douglas Light,"Michael C. Hall,Brie Larson,Lucy Liu,Peter Fonda",-1
24815,Trouble Is My Business,2017,-1,-1,Action,Tom Konkle,-1,-1
24816,Trouble No More,2017,-1,58 minutes,Documentary,Jennifer Lebeau,-1,-1
24817,Trouble Is My Business,2011,-1,-1,Thriller/Suspense,-1,-1,-1
24818,Trouble in Mind,1985,R,-1,Drama,-1,-1,-1
24819,Trouble the Water,2008,Not Rated,-1,Documentary,-1,-1,"$522,751"
24820,Trouble Every Day,2001,Not Rated,-1,Horror,-1,-1,-1
24821,Trouble Down Under,2012,-1,-1,Adventure,-1,-1,-1
24822,Trouble Brewing,1939,-1,87 minutes,-1,-1,-1,-1
24823,Trouble Bound,2003,-1,90 minutes,Action,Jeffrey Reiner,-1,-1
24824,Shenandoah,1965,-1,-1,-1,Andrew V. McLaglen,-1,-1
24825,Shen mi jia zu,2017,-1,84 minutes,Thriller/Suspense,-1,-1,"$2,130,000"
24826,Shen Mo Dao Ji Gong,2017,-1,90 minutes,Comedy,Wong Jing,-1,"$13,450,000"
24827,The Sheltering Sky,1990,-1,-1,-1,Bernardo Bertolucci,-1,-1
24828,Shem,2006,Not Rated,-1,Drama,-1,-1,-1
24829,Sheltered Life,2008,-1,78 minutes,Drama,-1,-1,-1
24830,Shelter in the Storm,1987,-1,90 minutes,-1,-1,-1,-1
24831,Shelter,2018,-1,-1,-1,Eran Riklis,-1,-1
24832,Shelter,2015,-1,-1,Drama,Paul Bettany,-1,-1
24833,The Trotsky,2010,Not Rated,-1,-1,-1,-1,-1
24834,Troppo Napoletano,2016,-1,95 minutes,Comedy,-1,-1,"$1,587,929"
24835,Tropical Malady,2005,Not Rated,-1,Drama,-1,-1,-1
24836,Shelter,2008,R,-1,Drama,-1,-1,-1
24837,Le Trou,2017,Not Rated,132 minutes,Thriller/Suspense,Jacques Becker,-1,-1
24838,Tropa de Elite,2008,R,-1,Action,-1,-1,"$14,319,195"
24839,Shelley,2016,-1,-1,-1,Hamza Ali Abbasi,-1,-1
24840,Tropic Thunder,2008,R,106 minutes,Comedy,Ben Stiller,"Ben Stiller,Jack Black,Robert Downey, Jr.","$191,145,256"
24841,Shell Game,2011,-1,-1,Action,-1,-1,-1
24842,Trooper and the Legend of the Golden Key,2012,-1,-1,Adventure,-1,-1,-1
24843,Trophy,2017,Not Rated,108 minutes,Documentary,Christina Clusiau,-1,"$22,554"
24844,Troop Beverly Hills,1989,-1,-1,Comedy,Jeff Kanew,-1,-1
24845,Tropa de Elite 2: O Inimigo Agora Ã‰ Outro,2011,Not Rated,116 minutes,Action,Jose Padilha,Wagner Moura,"$64,307,758"
24846,Shelby: A Magical Holiday Tail,2015,Not Rated,-1,Adventure,Brian K. Roberts,-1,-1
24847,The Sheik,1921,-1,86 minutes,-1,George Melford,Valentino Rudolf,-1
24848,The Sheik,2014,-1,-1,Documentary,Igal Hecht,-1,-1
24849,The Sheepman,2010,-1,85 minutes,Western,-1,-1,-1
24850,Shekvarebuli kulinaris ataserti retsepti,1997,PG-13,-1,Romantic Comedy,-1,-1,-1
24851,Tromper Le Silence,2009,-1,-1,Drama,-1,-1,-1
24852,Tron,1982,-1,-1,Action,-1,Jeff Bridges,-1
24853,Trolls 2,2020,-1,-1,Adventure,Walt Dohrn,-1,-1
24854,Trolls Holiday,2017,-1,-1,Adventure,Joel Crawford,"Anna Kendrick,Justin Timberlake",-1
24855,Tron: Legacy,2010,PG,125 minutes,Adventure,Joseph Kosinski,"Jeff Bridges,Garrett Hedlund,Olivia Wilde,Bruce Boxleitner,James Frain,Michael Sheen","$400,062,763"
24856,Trollhunters,2015,-1,-1,-1,Guillermo del Toro,-1,-1
24857,Trolland,2016,-1,-1,Adventure,Ron Thornton,-1,-1
24858,TrollflÃ¶jten,1974,-1,135 minutes,Musical,Ingmar Bergman,-1,"$7,168"
24859,Trolljegeren,2011,PG,90 minutes,Horror,Andre Ovredal,Otto Jespersen,"$5,706,638"
24860,A Troll in Central Park,1994,-1,-1,-1,Don Bluth,-1,-1
24861,Sheena,1984,-1,-1,Adventure,John Guillermin,-1,-1
24862,She Who Must Burn,2016,-1,-1,-1,Larry Kent,-1,-1
24863,She Wore a Yellow Ribbon,1949,-1,103 minutes,-1,John Ford,-1,-1
24864,"She Remembers, He Forgets",2015,-1,108 minutes,Romantic Comedy,Adam Wong,-1,"$690,000"
24865,She Who Brings Gifts,2016,-1,-1,Drama,Colm McCarthy,-1,-1
24866,Trolls,2016,PG,93 minutes,Adventure,Mike Mitchell,"Anna Kendrick,Justin Timberlake,Gwen Stefani,James Corden,Russell Brand","$344,780,046"
24867,She Makes Comics,2015,-1,70 minutes,Documentary,Marisa Stotter,-1,-1
24868,She Done Him Wrong,1933,-1,66 minutes,-1,-1,-1,-1
24869,She-Devil,1989,PG-13,-1,Comedy,-1,Meryl Streep,-1
24870,She Came to Me,2017,-1,-1,Comedy,Rebecca Miller,-1,-1
24871,She-Creature,2016,-1,-1,-1,-1,-1,-1
24872,She Hate Me,2004,R,-1,Comedy,Spike Lee,-1,"$1,465,134"
24873,Troll 2,1998,-1,-1,Horror,-1,-1,-1
24874,She Beast,1966,-1,79 minutes,-1,Michael Reeves,-1,-1
24875,She,2011,-1,-1,Horror,Brannon Bates,-1,-1
24876,Troll,1986,-1,-1,Horror,-1,-1,-1
24877,Trojan War,1997,-1,-1,Comedy,-1,"Will Friedle,Jennifer Love Hewitt,Marley Shelton",-1
24878,Trois couleurs: Rouge,1994,R,-1,Drama,-1,-1,-1
24879,Trois couleurs: Bleu,1993,R,-1,Drama,-1,-1,"$1,337,138"
24880,Trois couleurs: Blanc,1994,R,-1,Drama,-1,-1,-1
24881,Trois souvenirs de ma jeunesse,2016,R,120 minutes,Comedy,Arnaud Desplechin,"Quentin Dolmaire,Lou Roy-Lecollinet,Mathieu Amalric","$311,926"
24882,Trixie,2000,R,-1,-1,Alan Rudolph,-1,-1
24883,Trois,2000,NC-17,-1,Thriller/Suspense,-1,-1,-1
24884,Triumph: The Untold Story of Percy Wallace,2018,-1,-1,Documentary,Rich Gentile,-1,-1
24885,Triumph of the Wall,2013,Not Rated,102 minutes,Documentary,Bill Stone,-1,-1
24886,Triumph of the Spirit,1989,-1,-1,-1,-1,-1,-1
24887,Shazam!,2019,-1,-1,Action,David F. Sandberg,-1,-1
24888,The Triumph of Love,2002,PG-13,-1,-1,-1,-1,-1
24889,Shaye and Kiki,2001,Not Rated,-1,-1,-1,-1,-1
24890,Shavua ve Yom,2017,Not Rated,98 minutes,Drama,Asaph Polonsky,"Shai Avivi,Evgenia Dodina,Tomer Kapon",-1
24891,The Shawshank Redemption,1994,R,143 minutes,Drama,Frank Darabont,"Tim Robbins,Morgan Freeman","$28,307,092"
24892,The Shave,2017,-1,-1,Drama,-1,-1,-1
24893,Shaun The Sheep: The Farmer's Llamas,2016,-1,-1,Adventure,Jay Grace,-1,-1
24894,Shattered Silence,2011,PG-13,-1,-1,-1,-1,-1
24895,The Saukeens,2014,Not Rated,125 minutes,Comedy,Abhishek Sharma,"Akshay Kumar,Anupam Kher,Annu Kapoor,Piyush Mishra","$7,992"
24896,Shattered Image,1998,R,-1,-1,-1,-1,-1
24897,Shaun the Sheep,2015,PG,86 minutes,Adventure,Mark Burton,Justin Fletcher,"$101,937,062"
24898,Triumph in the Skies,2015,Not Rated,100 minutes,Drama,Matthew Chow Hoi-Kwong,"Louis Koo,Charmaine Sheh,Francis Ng,Sammi Cheng,Julian Cheung,Amber Kuo,Oceane Zhu,Kenneth Ma,Jun Kung,Dean Liu","$24,590,000"
24899,Shaun of the Dead,2004,R,-1,Comedy,Edgar Wright,"Simon Pegg,Nick Frost","$30,332,385"
24900,Il Trittico at Fenice,2008,Not Rated,-1,Concert/Performance,-1,-1,-1
24901,Tristram Shandy: A Cock and Bull Story,2006,R,-1,Comedy,Michael Winterbottom,-1,"$3,061,763"
24902,Tristana,1970,PG-13,-1,Drama,Luis Bunuel,-1,-1
24903,Tristan und Isolde at La Scala,2008,Not Rated,-1,Concert/Performance,-1,-1,-1
24904,Tristan & Isolde,2006,PG-13,125 minutes,Drama,Kevin Reynolds,"James Franco,Sophia Myles","$17,455,613"
24905,Trishna,2012,R,113 minutes,Drama,Michael Winterbottom,"Freida Pinto,Riz Ahmed","$1,148,956"
24906,Shattered Glass,2003,PG-13,-1,Drama,Billy Ray,-1,"$3,456,602"
24907,Shattered,2017,-1,-1,Thriller/Suspense,Natasha Kermani,-1,-1
24908,Sharpe's Challenge,2010,-1,-1,Adventure,-1,-1,-1
24909,Sharpe's Peril,2010,-1,-1,Drama,-1,-1,-1
24910,Shattered,1991,R,98 minutes,Thriller/Suspense,Wolfgang Petersen,Tom Berenger,-1
24911,Sharpay's Fabulous Adventure,2011,-1,89 minutes,Comedy,-1,-1,-1
24912,Trisha Illana Nayanthara,2015,Not Rated,-1,Comedy,Adhik Ravichandran,-1,"$13,021"
24913,Tripping the Rift: The Movie,2008,Not Rated,75 minutes,Adventure,-1,-1,-1
24914,Tripwire,1989,R,-1,Action,James Lemmo,-1,-1
24915,Trippinâ€™ to the Altar,2017,-1,95 minutes,Romantic Comedy,David N. Reyes,-1,-1
24916,The Tripper,2007,R,-1,Horror,David Arquette,-1,-1
24917,Les Triplettes de Belleville,2003,PG-13,-1,Musical,-1,-1,"$17,403,168"
24918,Trippin',1999,R,-1,Comedy,-1,-1,-1
24919,Triple Frontier,2011,-1,-1,Action,-1,-1,-1
24920,Triple Dog,2010,R,-1,Thriller/Suspense,-1,-1,-1
24921,A Trip to Unicorn Island,2016,Not Rated,80 minutes,Documentary,Scott Winn,-1,-1
24922,Sharma and Beyond,1986,-1,-1,Drama,-1,-1,-1
24923,The Trip to Spain,2017,Not Rated,108 minutes,Comedy,Michael Winterbottom,"Steve Coogan,Rob Brydon","$1,866,851"
24924,Triple 9,2016,R,115 minutes,Thriller/Suspense,John Hillcoat,"Casey Affleck,Chiwetel Ejiofor,Anthony Mackie,Aaron Paul,Norman Reedus,Woody Harrelson,Kate Winslet","$25,943,792"
24925,Sharkwater,2007,PG,-1,Documentary,-1,-1,"$925,353"
24926,Sharky's Machine,1981,-1,-1,Thriller/Suspense,Burt Reynolds,-1,-1
24927,Sharkskin,2016,-1,100 minutes,Comedy,Dan Perri,-1,-1
24928,Sharks' Treasure,1975,-1,-1,Adventure,Cornel Wilde,Cornel Wilde,-1
24929,Sharks 3D,2005,Not Rated,-1,Documentary,-1,-1,"$14,000,000"
24930,Sharknado: Feeding Frenzy,2015,Not Rated,90 minutes,Documentary,Jeremy Wagner,-1,-1
24931,Sharknado 5: Global Swarming,2017,-1,93 minutes,Horror,Anthony C. Ferrante,-1,-1
24932,Sharknado: The 4th Awakens,2016,-1,120 minutes,Black Comedy,-1,-1,-1
24933,The Trip to Bountiful,1985,-1,-1,Drama,-1,-1,-1
24934,The Trip to Italy,2014,Not Rated,107 minutes,Comedy,Michael Winterbottom,"Steve Coogan,Rob Brydon","$5,984,607"
24935,The Trip,2011,Not Rated,111 minutes,Comedy,Michael Winterbottom,"Steve Coogan,Rob Brydon","$3,455,221"
24936,Sharknado 2,2014,Not Rated,105 minutes,Action,Anthony C. Ferrante,-1,-1
24937,Sharknado,2013,-1,359 minutes,Horror,Anthony C. Ferrante,John Heard,-1
24938,Sharknado 3: Oh Hell No!,2015,Not Rated,-1,Horror,Anthony C. Ferrante,-1,-1
24939,The Trio,1999,-1,-1,-1,-1,-1,-1
24940,Trilogia I: To Livadi pou dakryzei,2005,Not Rated,-1,Drama,-1,-1,-1
24941,The Trip,2003,R,-1,-1,-1,"Larry Sullivan,Steve Braun",-1
24942,La Trilogie Marseillaise,2016,Not Rated,91 minutes,Drama,Nicolas Ribowski,-1,-1
24943,The Trigger Effect,1996,R,-1,Drama,David Koepp,-1,-1
24944,Tricks of a Woman,2009,R,-1,-1,-1,-1,-1
24945,Trick 2,2006,-1,-1,-1,-1,-1,"$15,016,774"
24946,The Trick or Treaters,2016,-1,-1,-1,-1,-1,-1
24947,Trick or Treat,1986,-1,-1,Horror,Charles Martin Smith,-1,-1
24948,Tricked,2013,Not Rated,80 minutes,Documentary,John Keith Wasson,-1,-1
24949,Trick,1999,R,-1,Comedy,-1,-1,-1
24950,Trick 'r Treat,2009,-1,-1,Comedy,-1,-1,-1
24951,Shark City,2010,R,-1,-1,-1,-1,-1
24952,Shareek,2015,-1,-1,Drama,Navaniat Singh,-1,"$187,075"
24953,Shark Skin Man and Peach Hips Girl,2003,-1,-1,-1,-1,-1,-1
24954,Shark Lake,2015,-1,-1,Horror,Jerry Dugan,-1,-1
24955,Shared Rooms,2016,-1,-1,-1,Rob Williams,-1,-1
24956,Shark Night 3D,2011,PG-13,85 minutes,Horror,David R. Ellis,Sara Paxton,"$32,209,741"
24957,Shark Tale,2004,PG,90 minutes,Adventure,Vicky Jenson,"Will Smith,Robert De Niro,Saverio Guerra","$371,917,043"
24958,Shaolin Warrior,2013,R,-1,-1,-1,-1,-1
24959,The Shape of Things,2003,R,-1,Drama,Neil LaBute,"Paul Rudd,Rachel Weisz","$1,058,340"
24960,The Tribunal,2016,PG-13,-1,Drama,Marc Leif,-1,-1
24961,Tribute,1980,-1,-1,-1,-1,-1,-1
24962,La Tribu,2017,-1,90 minutes,Comedy,Fernando Colomo,-1,"$1,428,471"
24963,The Shape of Water,2017,R,123 minutes,Drama,Guillermo del Toro,"Sally Hawkins,Doug Jones","$173,511,986"
24964,Triangle,2010,R,-1,-1,-1,-1,"$1,595,168"
24965,The Trials of White Boy Rick,2016,-1,-1,Drama,Joseph Kosinski,-1,-1
24966,The Tribes of Palos Verdes,2017,R,104 minutes,Drama,Emmett Malloy,-1,-1
